BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,I01,muto! 
1,I02,好吸餅乾 
1,I03,山山來馳 
1,I04,薯星星 
1,I05,遲早要落亂 
1,I06,涵金手作 
1,I07,哈囉 你好 再見 
1,I08,基友去哪兒？ 
1,I09,豪華雞肉丸鍋 
1,I10,竹輪滿漢大餐 
1,I11,我要填伍佰個坑 
1,I12,我是你最深的依賴 卻發現其實我不在 
1,"I13,I14",燒焦平底鍋 
1,I15,有人在嗎 
1,"I16,I17",大雜燴 
1,I18,大則小則落一盤 
1,"I19,I20",忍者旅行100%旅行委員會 
1,I21,趨光性植物 
1,I22,+ Ｎaｉvｅ Ｄaｙ+ 
1,I23,108
1,I24,當季的魚 
1,I25,古藤工作室 by MOMO 
1,I26,瓶子中的鬱金香 
1,I27,要吃水果嗎 
1,I28,烏龜為什麼跑那麼快 
1,I29,海鮮飯糰 
1,I30,凱特少爺 
1,I31,米De加奶不加糖 
1,I32,心悸寶貝 
1,"I33,I34",3206參貳零陸 
1,I35,酥潑愛豆 
1,I36,野海熊熊可麗餅 
1,I37,樹手無策 
1,I38,下一本要畫啥 
1,"I39,I40",夢星球 
1,J01,發糖工廠限量供應 
1,J02,空想‧呢喃 
1,J03,塔董想買小島過著退休生活了 
1,J04,尾尾到來、波波淥淥 
1,J05,壞狗狂奔，咎人要緊 
1,J06,夢遊者吃布丁 
1,J07,SophieK極品菲宅 
1,J08,粉色蒂國 
1,J09,貓咪粗乃丸 
1,J10,風聲颯颯 
1,"J11,J12",MAHAAA 
1,"J13,J14",快樂氣工坊 
1,J15,御宅文青相談所 
1,J16,緣流 
1,"J17,J18",富士繪社 
1,"J19,J20",shirai 
1,J21,做我的蠢糗大萌 
1,J22,黑鮪食堂 
1,J23,環繞著土星的光環 
1,J24,微米手作工坊 
1,J25,砂鍋魚頭 
1,J26,米狗屋 
1,J27,腦維修 
1,J28,整顆馬鈴薯厚切 
1,J29,finnish 
1,J30,AK廢墟樂園 
1,J31,淺紫色宇宙沼澤 
1,J32,Minority 
1,J33,毛球滾動 
1,J34,虛無布饅頭 
1,"J35,J36",老祖宗保佑我 
1,"J37,J38",路人Miga 
1,"J39,J40",彩虹社坑底的旅行者 
1,K01,骨科主任 
1,K02,少年依存症。 
1,K03,裏紙片堂 
1,K04,五月野剛好有伊未壽星 
1,K05,第幾次幣外調查? 
1,K06,歲月如梭 
1,K07,深夜關窗 
1,K08,NEUE TANZ 
1,K09,鶄木工作室 
1,K10,離月 
1,K11,拿3萬的錢，做6萬的事 
1,K12,哇呀燈塔塔 
1,K13,煞氣ㄟ宇宙卍會 
1,K14,那個真的很那個 
1,K15,軟綿綿方塊 
1,K16,太空垃圾 
1,K17,經典蕨類 
1,K18,Purr  &  Hiss 
1,"K19,K20",山王勇氣爆發去唱卡拉ok 
1,K21,黑嚕嚕的六華貓 
1,K22,P&W研究室 
1,K23,SZKOBO袖子工作坊 
1,K24,地鳴受災戶互助會 
1,K25,WEII 
1,K26,情況變成男以理解 
1,"K27,K28",迢迢路條條 
1,K29,Enzo與室友 
1,K30,油油山脈 
1,K31,保鳴愛愛 
1,K32,回憶中的金平糖 
1,K33,Atelier Kyrie 
1,K34,發芽的沙發馬鈴薯 
1,"K35,K36",火貓堡 
1,K37,Pitaya!治癒你 
1,K38,跟著鐵球跑 
1,K39,kikokako 
1,K40,Rio.ouo哩喔 
1,L01,上條隼 
1,L02,肝硬化企業-通通爆肝部門 
1,"L03,L04",肝硬化企業-熬夜榨肝部門 
1,L05,肝硬化企業-小心肝印畫部門(魚蟲在亂畫) 
1,L06,紫色狐狸山 
1,L07,非常用緊急避難所 
1,L08,今晚宵夜吃什麼 
1,L09,攤位寬158cm 
1,L10,因為存在 
1,L11,死小孩遊樂園 
1,L12,什麼事務所 
1,L13,輕度汚染 
1,L14,Anemone 
1,L15,零界點 
1,L16,吐血喵小P 
1,"L17,L18",六年丙班棄療洞 
1,L19,說這些 
1,L20,種菜俱樂部 
1,L21,大眾澡堂 
1,L22,Candy Box 
1,L23,7/9月台 
1,L24,晚安丁豆子 
1,L25,透明雞翅膀 
1,L26,廢人線 
1,L27,ChubbyDeer胖鹿鹿 
1,L28,一隻懶惰蟲 
1,L29,Ya喵子的貓窩 
1,L30,木木梟保育協會 
1,L31,幽靈系TUT 
1,L32,卡比領養中心 
1,L33,今晚吃韓式炸雞 
1,L34,CHIU BAR 啾吧 
1,"L35,L36",梅刺插畫設計工作室 
1,"L37,L38",刀男今天也在收保護費 
1,"L39,L40",槙木製作所 
1,M01,taimini棉花娃衣 
1,M02,貓晏的小舖 
1,M03,娃的試衣間 
1,M04,迷路工作室 
1,M05,Reihana 
1,M06,江戶招財貓 
1,M07,蜂蜜奶油 
1,M08,芊妮特Chienyt 
1,"M09,M10",鴉之工坊Karasu's Workshop 
1,"M11,M12",社長藍白拖  痛包製作 
1,M13,午夜星辰 
1,M14,月桂樹之森Laurel  forest  design 
1,M15,夜未央手作坊 
1,M16,Monda萌萌萌噠 
1,M17,雨澤屋魔法飾物所 
1,M18,映緣華手作布花工坊 
1,"M19,M20",老雁小坊 
1,"M21,M22",莫雨飄楓 
1,"M23,M24",芙子煉的藝想室 
1,M25,水母阿嬤手作 
1,M26,滾滾姨媽手作 
1,M27,四季手作 
1,M28,#92b5a9 
1,M29,深深愛上你 
1,M30,麻糬溫泉 
1,"M31,M32",咩咩繪夢工坊 
1,"M33,M34",殘花寒香一杯飲 
1,"M35,M36",產地直送 
1,M37,總天然色 
1,M38,水獺世界 
1,M39,蟲Chuulogic 
1,M40,斉佐佐攝影工作室 
1,"N01,N02",鳩米花 
1,N03,粉色甜點鋪 
1,N04,唱K小魚ㄐ 
1,"N05,N06",白夢夜空 
1,N07,布丁杯★ 
1,N08,粉紅泡泡小宇宙★ 
1,N09,XX畫廊-ARu art 
1,N10,Streamer Fairy Art 
1,N11,草地俱樂部 
1,N12,sundry* 
1,"N13,N14",Raini瀨泥 
1,N15,向隅團 
1,N16,五穀雜糧 
1,N17,鮮蝦魚板 
1,N18,孔姿噗吱 
1,N19,實在可愛 
1,N20,RAKI illustration 
1,N21,月刊蜉迴都 
1,N22,角砂糖kakusugar 
1,N23,彩虹頻道 
1,N24,解決方案✦酒 
1,N25,夜間眼圈 
1,N26,繪繪森森 
1,N27,魷刃有魚 
1,N28,安全渡夏 
1,"N29,N30",Whotone Cat 胡同貓貓 
1,"N31,N32",龍哥 
1,N33,Cryptocrystalline 
1,N34,寢室裡養鳥 
1,"N35,N36",不作夢的食夢貘 
1,"N37,N38",町町噹噹狗生活 
1,N39,迪諾Dinner 
1,N40,塞納河底看不見星空 
1,O01,羊毛 
1,O02,迪亞雜藝舖 
1,O03,Shawn 
1,O04,AYS可愛生活伴侶 
1,O05,短腿貓貓與奇異鳥鳥 
1,O06,浮游水母 
1,O07,八百屋 
1,O08,沉入午夜 
1,O09,魔法松鼠嘟嘟 
1,O10,似個晴天 
1,O11,舒本裡的小精靈 
1,O12,Mini.Mini 
1,O13,Ching’s Doodle 
1,O14,Ice繪坊 
1,O15,本土英雄-寶島轟雷 
1,O16,AnrsProject 
1,O17,玩機人Playrobot 
1,O18,冷水青蛙鍋 
1,"O19,O20",Akineko海豹叔叔 
1,O21,木回木 horohoro 
1,O22,絨毛點 
1,"O23,O24",奈櫻工坊 
1,O25,一月一日 
1,O26,羊奶奶 alcohoma 
1,O27,A-Brei Atelier 
1,O28,花兒絨 
1,O29,愛做夢的人 
1,O30,菫色之庭 
1,"O31,O32",信作坊 
1,"O33,O34",遇見幸福手創館Met Happiness 
1,"O35,O36",My Garden我的庭園(毛毛氈創作坊) 
1,O37,PIN 手感卡片製造所 
1,O38,NORIKO 
1,O39,OrangeDragon橘子龍龍 
1,O40,Hygge Love 
1,"P01,P02",LUMIA嚕咪呀 
1,"P03,P04",小民日子Dayslikethis 
1,P05,米蟲丸森活工作室 
1,P06,歪的工作室 
1,P07,Birdink 
1,P08,天羽然Deangelo 
1,"P09,P10",Aggie慢慢走 
1,P11,五角星球 PentagonPlanet 
1,P12,神返時代 godback 
1,P13,杏仁豆腐の旋律 
1,P14,張宅 
1,P15,枯藤Kotem 
1,P16,烏鴉君與他的快樂夥伴 
1,"P17,P18",灰色和諧 
1,P19,抱大腿的魚璣懶洋洋，青紅飄飄找廟祝，約翰走路於南優肯嚎叫中 
1,P20,恋灯庵 
1,P21,薪鹽小鎮 
1,P22,誌造所 
1,P23,小A太郎 
1,P24,QK一下下 
1,"P25,P26",勇氣女子 
1,P27,普吉punnki 
1,P28,狐咖啡＆帕狐樂園 
1,P29,UMA.KIN 
1,P30,恐絨魔物 
1,P31,麥香魚 
1,P32,旅者的足音 
1,P33,Cinao 
1,P34,奶酒烘焙坊 
1,P35,Uniautomata Studio 
1,P36,哭花與微光 
1,"P37,P38",狐狸樹屋 
1,P39,世埃 SiAi 
1,P40,懶惰朽吉 
1,Q01,恐龍的五官在側面 
1,Q02,sally : deja-vu 
1,Q03,夢靈虎居 
1,Q04,麻玖叮 
1,"Q05,Q06",In影 
1,Q07,海味布丁 
1,Q08,悠子 
1,Q09,幽靈麻糬迷宮 
1,Q10,靈光榨菜 
1,Q11,快來當我ㄉ樁腳（霸托啦） 
1,Q12,台味阿翎 
1,"Q13,Q14",札學沒修過 
1,Q15,一塊阿梨酥 
1,Q16,阿熊是一隻熊 
1,"Q17,Q18",Bubble Wave 
1,"Q19,Q20",KAWORU卡歐露 
1,"Q21,Q22",宇宙垃圾 
1,Q23,奇牠記事 
1,Q24,卡歐魯 
1,Q25,新夭 BrainHoleSky 
1,Q26,人森開心就好 
1,Q27,累鼠了，還要上班!? 
1,Q28,A-BEI 
1,Q29,深海裡的大鯨魚 
1,Q30,隨性兔 kirakunausagisan 
1,Q31,五喜托栗探險隊 
1,Q32,兔疊紀 
1,Q33,bu簡單 
1,Q34,蘿蔔兔Too 
1,Q35,塗鴉仙人掌 
1,Q36,NEicomics 
1,"Q37,Q38",一襄橘子 
1,"Q39,Q40",超開星 
1,"R01,R02",fox friends 
1,R03,悸胱香香G 
1,R04,Confeito 
1,R05,小布j.us 
1,R06,子不語 
1,R07,布丁幽靈塔 
1,R08,使用者條約 
1,R09,參拾顆南瓜 
1,R10,紫玉藤花別館 
1,R11,BIPO 
1,R12,／No.A1O3／ 
1,R13,中世紀大骨湯 
1,R14,厭世球蝦 
1,R15,櫻兔子的板男線 
1,R16,RE炸雞店 
1,R17,Deity Mark 祇印工作室 
1,R18,大西洋海底樂園 
1,R19,旗魚味喬家胖次 
1,R20,要投瓦倫泰  美國一定讚 
1,R21,第七部齊貝林保護協會 
1,R22,【吂G☆JO7】The  Detour  Route 
1,R23,Q教授的花藝研究紀錄報告 
1,R24,承花推行協會 中區分部 
1,R25,承花推行協會 南區分部 
1,R26,JO要划船 
1,R27,西撒齊貝林可以娶龍舌蘭姑娘嗎 
1,R28,來一口時停雙星全餐 
1,R29,柱之男把阿瑜壓一壓 
1,R30,松鼠麵包 
1,R31,好旺JO 
1,R32,方仗與漫畫家的快樂產糧所 
1,R33,岸邊露伴在麵包店 
1,R34,杜王町紳士理髮店 
1,R35,披披披薩抹擦瑞拉 
1,R36,冷藏室 
1,R37,想喝阿帕基泡的茶 
1,R38,想在阿帕茶裡面游泳 
1,R39,隔壁的阿帕茶真香 
1,R40,曉夜懶人 
1,R41,經費有限公司 
1,R42,Prediction 
1,"R43,R44",mp9999 
1,"S01,S02",東泉重工 
1,"S03,S04",台北人 
1,S05,鴨子塗鴉 
1,S06,角吉的小花花 
1,"S07,S08",有百合人生就不是灰的 
1,S09,一萬六仟三佰個循環 
1,S10,佐倉咖啡 
1,S11,獸耳邏輯 
1,S12,多多 
1,S13,日初翱祥 
1,S14,紙屑的紙是紙性戀的紙 
1,S15,夜触人身 
1,S16,非瑜不能吃 
1,S17,Afters 
1,S18,Harp的小爛本子 
1,S19,激凍冰的紅茶 
1,S20,小波啦 
1,S21,從來不覺得瑪莎拉好吃過 
1,S22,Mo子宅屋 
1,S23,壞孤兒 
1,S24,Majuchime 
1,"S25,S26",陽台沒午餐 
1,"S27,S28",天下第一邦 
1,S29,しろはす 
1,S30,麻辣鴨血好吃_桃仁至義盡 
1,S31,玥炭繪館_祥念妳初次見我的睦光 
1,S32,七色蘑菇燴飯 
1,"S33,S34",詠櫻堂 
1,S35,些許瑕疵 
1,S36,安樂異常 
1,"S37,S38",在浪影斑駁的夏天出門右轉兩三步 
1,"S39,S40",櫻花樹下的翻車魚 
1,S41,RIN 
1,S42,比雕飛飛♪♪ 
1,S43,Polaris 
1,S44,果物一途 
1,"T01,T02",ゆりりさいくらー 
1,T03,飛行熊咪貓商會 
1,T04,蓮信全國汽車貸款 
1,T05,百元肉肉 
1,T06,夏至的露營區賣店 
1,T07,廚餘人:WASTE-MAN 
1,T08,星向旅圖 
1,T09,於校外舞台之上再見 
1,T10,迷鳥遷徙所 
1,T11,幻想失控 
1,T12,軟糯小章魚 
1,T13,夜間飛行x帕瑪瑪 
1,T14,青雨アメ 
1,T15,"No Yuri, No Life. "
1,T16,被隔壁邀來要飯 
1,"T17,T18",一起要飯 
1,T19,塔邦棒棒 
1,T20,阿農Anon 
1,T21,貓專用牛乳 
1,T22,2025怎麼還在孤 
1,T23,瘋貓食堂 
1,T24,西宿舍洗衣間 
1,T25,Inside Lab 
1,T26,期間限定 
1,T27,いろはに甘い節分 
1,T28,被窩ZZ 
1,T29,ぐんたかてぇてぇ 
1,T30,杏子豬排 
1,T31,歐油希歡樂產業 
1,T32,U-232C 
1,T33,芒果汁加珍珠 
1,T34,畫冥黑濁 
1,T35,Ani 
1,T36,哨女 
1,T37,合法讀品 
1,T38,GURUx草莓貝果 
1,"T39,T40",N.D.S.L. 
1,"T41,T42",葫蘆夏天hwulusummer 
1,"T43,T44",落英之都 
1,"U01,U02",幻想手札 
1,U03,shioisland 
1,U04,TMPB Project 
1,U05,7Hrs雜貨店 
1,U06,聖．百合教團 
1,U07,阿靡緹柚潔 
1,U08,蜂蜜熊貓罐罐 
1,U09,モエ畫稿同萌 
1,U10,Sailor b-612 
1,U11,Kakela＊Hane+孤僻少女 
1,U12,Be  Somewhere 
1,U13,空想世界探險隊 
1,U14,神樂家的音樂精靈 
1,U15,GAC 
1,U16,猿田彦的鼻子 
1,U17,炉研所 
1,U18,女僕café ☆ 梨沙中心 
1,"U19,U20",海豹柑柑Mikan seal 
1,U21,我朋友沒朋友 
1,U22,貞尼鹹粥 
1,"U23,U24",椰子喵咖啡屋 
1,U25,REI'sROOM 
1,U26,ML台灣外景事務局 
1,"U27,U28",桃京武戯夜 
1,U29,悠紗 
1,U30,jyouka 
1,"U31,U32",74 Production 
1,U33,記憶中的記事本（メモ帳☆めもりーず） 
1,U34,1111事務所海線辦事處 
1,U35,Mushmarron Chaser 
1,U36,得意甜花幫 
1,U37,普羅丟薩的P是盤子的P 
1,U38,1080プロダクション 
1,U39,Planetes Observare 
1,U40,P星帶月 
1,U41,菓子放題 
1,U42,傳說對決 
1,U43,我推會單手倒立 
1,U44,奇異鳥10th巡迴演唱會 
