BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,A01,正義必勝
1,A02,俺企鵝
1,A03,包子部屋
1,A04,大磨界+GIOstudio
1,A05,西米不是米
1,A06,紫乃沒有乃
1,A07,南方山竹筍
1,A08,NiNEs
1,A09,草本剛目記載
1,A10,釣龍池
1,"A11,A12",P-Rhythm (Prin)
1,"A13,A14",少女樂團應援會
1,A15,日日藤
1,A16,抖抖與歡歡
1,A17,和菓茶倉
1,A18,PuddingPurin
1,"A19,A20",CurtainCall
1,A21,瀨良屋
1,A22,CUBIC
1,"A23,A24",雷神阿毛的趣怪莊園派對
1,A25,王寶
1,A26,宇田川有的沒的
1,A27,阿廚阿
1,A28,花水霧
1,A29,惡魔の87日常
1,A30,沐雞的咕嚕咕嚕星球
1,A31,不挑食的糰糰
1,A32,月雨同人創作小舖
1,A33,蘿蔔燉羊肉
1,A34,我家不住海邊
1,A35,小貓統治世界
1,A36,五分之四是方舟
1,"A37,A38",Sanae
1,A39,Paperman
1,A40,雙貓屋
1,"B01,B02",S.B.O
1,"B03,B04",L.F.land
1,B05,空焀 Kuo
1,"B06,B07",萊去海底衝浪
1,"B08,B09",星星醬肉
1,"B10,B11",白芍產糧舖
1,B12,老虎上山採橘子
1,B13,風希 Kazeki
1,B14,凡所見皆我男人
1,B15,51今天也要吃甜食
1,B16,拾光箱
1,"B17,B18",Ribbon Store
1,"B19,B20",阿妙炒蛋
1,B21,【艸西茜】
1,B22,麟昀
1,B23,杜姆熊妮
1,B24,織夢屋
1,B25,羊蹄不會畫畫
1,B26,問柳尋花
1,B27,這段感情只有我在付錢
1,B28,Ghost City
1,B29,好吃飯飯
1,B30,煙花易冷
1,B31,皮卡皮卡皮卡皮
1,B32,森林大火復興協會
1,B33,論在文字深淵的睡姿
1,B34,羊不吃草
1,B35,爆肝製作人生有限公司
1,B36,貓庭Nekoniwa
1,B37,少爺啾啾叫
1,B38,七拾二拐
1,B39,國產秘密肉舖
1,B40,為愛吶喊
1,"B41,B42",千煂+BS
1,"B43,B44",飛翔的翠玉白菜
1,B45,星塵實驗室
1,B46,愛ㄉ馬分
1,B47,Castle Bravo
1,B48,不要碰我的狗
1,B49,深空休憩站
1,B50,小本生意請勿那個
1,B51,你不會做菜要先講rrrr
1,B52,無盡ENDLESS
1,"B53,B54",夏面璃地一公分
1,"B55,B56",小風(喵咪朋友.食物貓)
1,B57,嬌嬌的小怪獸
1,B58,石頭小殿
1,B59,Abysss
1,B60,薄荷白夜
1,B61,天上雲城
1,B62,應聲者之歌
1,B63,次元飛行船
1,B64,Meow House
1,B65,天亮請睜眼
1,B66,要看就看整根
1,B67,寂靜流光
1,B68,飛撲麻糬
1,B69,豆腐吃豆腐
1,B70,莫大帥
1,B71,Q糬
1,B72,小強顏文字
1,B73,取名困難戶
1,B74,南極大陸
1,B75,日川集團
1,B76,海底起司片
1,"B77,B78",打波黑DoubleBlack
1,B79,*秋收冬藏
1,B80,BPCC_
1,"C01,C02",紫晶星宇 白靈子&亞拉希
1,C03,四夕工坊
1,C04,倒數計時™
1,C05,大雜燴
1,C06,火山慢慢漫漫漫了出來
1,"C07,C08",一鍋亂燉
1,C09,二次元男子保育協會
1,C10,GlassBubble
1,C11,嫣雪的次元空間
1,C12,桃園到台北的區間車票價是42塊
1,C13,混沌火鍋
1,C14,闇光社
1,C15,徹夜纏眠
1,C16,JHS男人批發
1,"C17,C18",白夢夜空
1,C19,CreamSodaLand
1,C20,ATong Illustration
1,C21,腐黑學
1,C22,方形鳥巢
1,C23,枯藤Kotem
1,C24,風過天旗．雨過天青
1,C25,是竜不是亀
1,C26,月飴
1,C27,非常用緊急避難所
1,C28,SOS+咖哩東
1,C29,檸檬愛玉冰
1,C30,海軍男同俱樂部
1,C31,水母魚鴨子
1,C32,辛香料女巫
1,C33,蜥蜴冷凍庫
1,C34,粉焰美 Arta Atelier
1,C35,注意力不足過動
1,C36,芋圓挫冰
1,"C37,C38",carefreee . 茄哩啡
1,C39,UMA.KIN
1,C40,上條隼
1,"C41,C42",B.c.N.y.
1,C43,Studio Reyuki
1,C44,桃子彈珠汽水
1,C45,喜歡你噎
1,C46,泳隊一生推
1,C47,Crazy country
1,C48,甜銀坊
1,C49,miyapato
1,C50,糖漬檸檬
1,C51,臻真蓉容
1,C52,靈骨塔
1,C53,日常空白
1,C54,森雨小棧
1,C55,KogaHaji Evangelista
1,C56,今天你鏡牢了嗎
1,C57,專業坑CP
1,C58,邊緣麵包店
1,C59,起始點為下午6點27分的接待室
1,C60,THE NARROW CELL
1,"C61,C62",梅刺插畫工作室
1,C63,小廢物製造所
1,C64,乳製品狂熱
1,C65,子不語
1,C66,小布J.us
1,C67,冷藏室
1,C68,沿虛線剪開
1,C69,漢堡不加番茄醬
1,C70,星際老鼠會
1,C71,無奇不有
1,C72,地球英雄保姆
1,C73,Rio.ouo哩喔
1,C74,KiKoKaKo
1,C75,CoffeeConnection
1,C76,舊時之月
1,C77,日生箱庭
1,C78,白享瓜的小王國
1,"C79,C80",日寢社
1,D01,大咪咪咪叫
1,D02,這個名字有毒
1,"D03,D04",涼拌天窗
1,"D05,D06",Mua吉愛動漫
1,D07,空白頁。
1,D08,抱大腿的魚璣懶洋洋，青..太長
1,D09,海中畫畫
1,D10,一年草正雜草叢生
1,D11,甲甲發大財
1,D12,冰玫
1,D13,酒桃桃桃桃
1,D14,果醬販賣所
1,"D15,D16",Aminww阿明明
1,"D17,D18",未成形工作室
1,"D19,D20",坑一直開
1,D21,芥草子
1,D22,森林沒有羊
1,D23,星間鏈路
1,D24,我們聯合——！
1,D25,小星星變奏曲
1,D26,今天也很想睡
1,D27,我在夜裡唱著歌
1,D28,請問今天要來一發嗎
1,D29,翱翔的肝臟少年
1,D30,雨夜未眠
1,D31,冬雪紛飛
1,D32,法式雜菜煲
1,D33,衛生紙批發商
1,D34,楓糖藍莓塔
1,"D35,D36",灰猫咪咪猫猫
1,D37,偶像打工辦事處
1,D38,般夏と華
1,"D39,D40",Moe*Moe
1,D41,雨羅
1,D42,日軍細華
1,"D43,D44",Tokage工房
1,D45,背包裡的小東西
1,D46,雲霞酸糖TenCL
1,D47,小福星樂園
1,D48,小海豹的攤
1,D49,廢結合總部
1,D50,金屬礦場
1,D51,青莊庄
1,D52,Poachedpeche
1,D53,1%小風
1,D54,墨寧黑糖鮮奶
1,D55,熬夜慣犯
1,D56,翼口吃掉
1,D57,晝星前夜
1,D58,赫尼爾教團
1,"D59,D60",失物認領處
1,D61,肝硬化企業-通通爆肝部門
1,D62,肝硬化企業-熬夜榨肝部門
1,D63,肝硬化企業-人生肝苦談部門
1,D64,肝硬化企業-小心肝印畫部門
1,D65,食蟻獸的螞蟻窩
1,D66,上樑不正下樑歪
1,D67,肝硬化企業-司樾君
1,D68,白翼社
1,D69,Shawn
1,D70,炸蝦加工廠
1,D71,海產聚集地
1,"D72,D73",三文鮮魚
1,D74,媽媽桑
1,"D75,D76",桃子茶屋
1,D77,簡ㄚㄚ
1,D78,宇宙肉肉丸
1,D79,忙狗冰鯊
1,D80,南北大高歌離席
1,E01,壁上觀
1,E02,輕飄飄小舖
1,E03,雪花糖
1,E04,蘋果歐蕾
1,E05,六樓忍者村
1,E06,日常頹廢男子
1,E07,毛茸茸甜心樂園
1,E08,在地高顏質料理翠玉白菜
1,E09,你好阿
1,E10,極東霓虹實驗室
1,E11,倉庫角落
1,E12,貓攤不賣貓
1,E13,鯉
1,E14,草莓伏特加
1,E15,姐姐來坐坐
1,E16,環雨馬戲團
1,E17,瓶邪一生推
1,E18,夜空裡最閃耀的那顆星✰
1,E19,阿鱗師出好菜
1,E20,上天入地 天窗美麗
1,"E21,E22",深夜怪獸
1,"E23,E24",宇宙通信
1,E25,吸血鬼馬上在艾歐澤亞打排球
1,E26,剪不斷、理還亂
1,E27,AT FIELD STUDIO
1,E28,H&S 不合協個人部屋
1,E29,觀察日記
1,E30,晨夕之間
1,E31,十律
1,E32,在夜裡不斷衍生的故事
1,E33,Smultronstalle
1,E34,死神派遣協會冷門CP推廣課
1,E35,1+3等差寂寞
1,E36,陳媽媽狗園
1,E37,那邊那個那那子
1,E38,化肥會揮發
1,E39,鮪魚蛋餅
1,E40,AMM
1,E41,夢星球
1,E42,TEsUtA
1,E43,論糰子的二十五種吃法
1,E44,泡芙製造雞_
1,E45,涅潽a幸運餅乾
1,E46,侵權少棒隊
1,E47,茗禾春分
1,E48,龜のparadise
1,E49,邊緣阿飄Yolu
1,E50,外星人可以吃嗎
1,"E51,E52",晝眠綎雨--分部
1,E53,古藤工作室 by MOMO
1,E54,Mosaic Legion
1,"E55,E56",Amanogawa天之川
1,"E57,E58",lightplus
1,"E59,E60",含情目
1,"E61,E62",閑駒樓
1,E63,爆肝到天亮
1,E64,Yui喵喵喵喵
1,"E65,E66",不死身家小分隊
1,"E67,E68",暴徒の基地
1,E69,我畫不出來
1,E70,我要shampoo
1,E71,巨大鯰魚的水族箱
1,E72,骨科怎麼了 又沒睡你哥
1,E73,裝什麼好兄弟明明就情侶
1,E74,小小馬兒馬
1,E75,星空養植瓶
1,E76,手動販賣機
1,E77,男色研究所
1,E78,QR ＆ 夜襲
1,E79,黑貓館
1,E80,烯醇enol
1,"F01,F02",我妻洛醬
1,"F03,F04",HuHome
1,F05,藍貓樹屋
1,F06,TaishoAge大正時代
1,F07,忒喵的
1,F08,為推瘋狂
1,"F09,F10",TSA studio
1,"F11,F12",卡爾比
1,F13,竹玄山洞
1,F14,秋天的豆果
1,F15,塞特神殿小販部
1,F16,沒那麼喜歡圖層人吧
1,F17,folklore
1,F18,泰卡導演民間推廣協會台灣分部
1,F19,無藥可救
1,F20,+JOND.DM+
1,F21,下一本要畫啥
