BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,A01,正義必勝
1,A02,俺企鵝
1,A03,包子部屋
1,A04,大磨界+GIOstudio
1,A05,紫乃沒有乃
1,A06,南方山竹筍
1,A07,彌生工房
1,A08,草本剛目記載
1,A09,NiNEs
1,A10,JELDA
1,"A11,A12",宇宙垃圾
1,A13,奇牠記事
1,A14,lapu是三花貓
1,A15,BiBi
1,A16,Tobey·又·
1,A17,妄想偏執症
1,A18,親笨蛋已棄療
1,"A19,A20",賽路伊斯-七曜個人
1,"A21,A22",無限迴圈
1,A23,A little robin told me
1,A24,妖夜迴廊
1,"A25,A26",墨染一色
1,A27,浮雲居
1,A28,把夢關上
1,"A29,A30",厨二病ガール
1,A31,Nautilus Box
1,A32,腦袋有洞社團
1,"A33,A34",頹喵社
1,"A35,A36",米龍部屋
1,A37,異界遊人館
1,A38,頸椎骨折實驗記錄報告
1,"B01,B02",DUO63＊蝶羽攸個人
1,"B03,B04",9燒蓋布0
1,B05,Sundry*
1,B06,•°+夜落烏啼+°•
1,B07,Anna Bear
1,B08,酥嚕的小日子
1,B09,雙子狐-娜娜葳葳Nanawiko
1,B10,Charlottopia絢空間
1,B11,魔女K商鋪
1,B12,幻谷寧的微夢時光
1,B13,ChubbyDeer胖鹿鹿
1,B14,橡樹子
1,B15,Atha Atelier
1,B16,Honey Jam
1,B17,負債的媽
1,B18,狐咖啡
1,"B19,B20",空罐王
1,"B21,B22",天之火
1,B23,火炎焱燚
1,B24,美國翹臀
1,B25,Location.Location.Location
1,B26,"yeah,yeah,yeah"
1,B27,萬事青松
1,B28,Hey U!!
1,B29,地中海的番茄箱
1,B30,英倫下午茶
1,B31,Rio.ouo哩喔
1,B32,KiKoKaKo
1,B33,廢圖總部
1,B34,修狗勾的漫畫櫃
1,B35,注意力不足過動
1,B36,白享瓜的小王國
1,"B37,B38",日寢社
1,B39,阿鏘的動物日常
1,B40,TE artwork
1,B41,森生物實驗誌
1,B42,在宇宙尋找卡比是否搞錯了什麼
1,B43,MOEYU
1,B44,秘密貓貓繪創作
1,B45,熬夜慣犯
1,B46,翼口吃掉
1,"B47,B48",新夭 Brainholesky
1,B49,大白獨角獸UNI
1,"B50,B51",一襄橘子
1,B52,超開星
1,B53,金平糖羊雞starcandy_sheep
1,B54,迪諾Dinner
1,"B55,B56",町噹狗生活的NPC CLUB
1,"B57,B58",虎爺實習中
1,B59,腐黑學
1,B60,方形鳥巢
1,B61,1%小風
1,B62,墨寧黑糖鮮奶
1,B63,Party★Time!
1,B64,握步響尚扳
1,B65,蜥蜴冷凍庫
1,B66,舊時之月
1,B67,朱閣綺戶倆口人
1,B68,牢底坐穿
1,B69,白色蒼林
1,B70,Jasonz Artwork
1,"B71,B72",Mike Lu
1,B73,【嵐欽君-Creeds of the Ethereal 】
1,B74,Studio No.13(速水個人)
1,B75,CUBIC
1,B76,瀨良屋
1,C01,CHIU BAR 啾吧
1,C02,我有一群小小鳥-雀味濃
1,"C03,C04",旋鳥
1,C05,黑璐璐HeyLulu
1,C06,寢室裡養鳥
1,"C07,C08",My Garden 我的庭園（毛毛氈創作坊)
1,"C09,C10",雙夏
1,"C11,C12",遇見幸福手創館Met Happiness
1,C13,糖庵
1,C14,櫻兔子的板男線
1,C15,達姆豹可愛
1,C16,地底胡同x白虎喵
1,"C17,C18",巨光棉
1,"C19,C20",木田森果wood3f
1,C21,辛香料女巫
1,C22,No.15
1,C23,今日氣溫負59度
1,C24,深度潛水患者
1,"C25,C26",這裡沒有賣蛋糕
1,C27,Dont Think Just Do
1,C28,半生不熟
1,C29,拉特的神奇社畜旅館
1,C30,海軍男同俱樂部
1,C31,子不語
1,C32,小布J.us
1,C33,兄貴M嵐
1,C34,缺氧深海
1,C35,加加減減
1,C36,MMSLs PARTY
1,C37,天城里民服務處
1,C38,上條隼
1,"C39,C40",Tilabunny緹拉兔
1,C41,Maidenhair
1,C42,抽屜打開來就是長這樣
1,C43,魚子醬牛乳
1,C44,哞哞魚魚17歲
1,C45,透明總裁
1,C46,桔仔 JINZ STUDIO
1,C47,珍寶
1,C48,彩月CaiYue
1,C49,pentagonplanet
1,C50,似個晴天
1,C51,Vivianshen
1,C52,浮游水母
1,C53,短腿貓貓與奇異鳥鳥
1,C54,AYS可愛生活伴侶
1,"C55,C56","Hello, Im Gene"
1,"C57,C58",水獺蹭飯
1,"C59,C60",梅刺插畫工作室
1,C61,小廢物製造所
1,C62,馬尾兔研所
1,C63,西郡C GYM
1,C64,脖狐的脖子
1,C65,JC Studio
1,C66,Purr & Hiss
1,C67,Room220
1,C68,soma柑仔店
1,C69,folklore
1,C70,泰卡導演民間推廣協會台灣分部
1,C71,無藥可救
1,C72,+JOND.DM+
1,C73,屋拉米本鋪
1,C74,總天然色
1,"C75,C76",產地直送
1,"D01,D02",LOIZA白晝夜行
1,"D03,D04",毛毛精靈與牠們的酷東西
1,D05,蠑螈谷
1,D06,暖羊warm sheep
1,D07,杜姆熊妮
1,D08,猴人魚Monkey Mermaid
1,D09,WHOTONE _CAT
1,D10,優奈yuna
1,D11,卡歐魯
1,D12,雪花三杯雞
1,D13,夜貓館咖啡屋
1,D14,RoarJLee
1,D15,Brighter Light
1,D16,羊奶奶 alcohoma
1,D17,小垃圾集中營
1,D18,月髒集團 x 河童種瓜瓜
1,D19,啾啾的型男日記
1,D20,小居看天下&減肥猫
1,"D21,D22",Yuz Draw Cooking 美食插畫
1,D23,ZENTENG
1,D24,兔子兔子幾月拆
1,D25,寂水師地
1,D26,薑黃貓工作室
1,D27,MGS
1,D28,繞過子午線
1,D29,星布瀧拉小舖
1,D30,一支冰工作室
1,D31,Amy艾媚
1,D32,壁上觀
1,D33,元氣創界
1,D34,《Brain Damage》
1,D35,Ruby
1,D36,何以為鴿
1,D37,湘夢繪
1,D38,秋愁。夜空
1,D39,不快樂地瓜球
1,D40,Dark-yard studio
1,D41,水信玄餅
1,D42,美國同性戀公路莎人魔兄弟
1,D43,全麥麵包與苦行
1,D44,致鬱少女
1,D45,WIND WILD
1,D46,有事請找隔壁攤
1,D47,老闆不在
1,D48,中途之家
1,D49,生式軼聞
1,D50,DIZZYing.com
1,"D51,D52",馬車BUBU
1,D53,FlightBase.飛行基地
1,D54,狐日和
1,"D55,D56",貝迪 BEDI
1,D57,構築再來
1,D58,雪團の窩
1,"D59,D60",Ezyn
1,D61,pommancy
1,D62,干五花都
1,"D63,D64",彼岸‧滄海
1,D65,AMBERS？
1,D66,劇好就行
1,D67,BHZY
1,D68,1F → First Floor
1,D69,O號倉庫
1,D70,瓶邪一生推
1,D71,❥我只想活在夢裡
1,D72,Danado狗勾
1,D73,海產派對呦！
1,D74,ENIGMA宇宙
1,"D75,D76",黑嚕嚕的六華貓
1,"E01,E02",素人廚師協會
1,E03,受撫慰與它們的產地
1,E04,Varlyn琳
1,E05,C.P台灣支部
1,E06,一夜知懶
1,E07,焦糖貓貓可麗餅
1,E08,呱啦魚的水產店
1,E09,熔岩巧克力燕麥
1,E10,慢火熬煮
1,"E11,E12",壓死線的肉球
1,E13,Little Box
1,E14,卡巴塔cafe
1,"E15,E16",星野重工
1,E17,金屬礦場
1,E18,GG++
1,E19,虎芽
1,E20,蝦餅SHA
1,"E21,E22",千煂+BS
1,E23,飛翔的翠玉白菜
1,E24,aaaaAAAA
1,E25,嬌糖布丁
1,E26,魚肉香腸
1,E27,二次元男子保育協會
1,E28,Hiimtae
1,"E29,E30",Biohazardbin
1,"E31,E32",Du pain et du café
1,"E33,E34",NCccc
1,"E35,E36",桃子茶屋
1,"E37,E38",白夢夜空
1,"E39,E40",S.B.O
1,E41,朝夕與妳
1,E42,塔塔沙拉醬Natata
1,E43,阿嬤的深空孫子好好ㄘ
1,E44,荒野花店開張中
1,E45,莫雨飄楓
1,E46,幫幫的家
1,"E47,E48",芙子煉的藝想室and小黃瓜口味冰泡芙
1,E49,啵啵魚保護協會
1,E50,51今天也要吃甜食
1,E51,能躺就不做作業
1,E52,拖延症末期
1,E53,美栗
1,E54,貓咪口腔護理社
1,E55,徹夜纏眠
1,E56,幫你繡繡
1,E57,麟昀
1,E58,【艸西茜】
1,E59,我們的繪茶室
1,E60,萬家鄉
1,E61,今天香蕉芭樂了沒？
1,E62,ANTINESE
1,E63,挖坑獸研究所
1,E64,有風吹過
1,E65,周防家
1,E66,LOVETITLE
1,E67,雨竹連花開
1,E68,阡陌花開
1,E69,Mi家魔仙俱樂部
1,E70,春水煎茶
1,E71,十日十月
1,E72,冷凍配送▶▷
1,E73,入間大人的腳底下
1,E74,長頸鹿的宴席
1,E75,怎麼還在被紙片綁架
1,E76,日常空白
1,F01,iuhirus
1,F02,skekkaaa
1,F03,球球小舖
1,F04,橫跨次元的UMi_J
1,F05,空白頁。
1,F06,福馬林先生
1,"F07,F08",Aminww阿明明
1,F09,小星星變奏曲
1,F10,酒桃桃桃桃
1,F11,7MA
1,F12,史無前例的肝
1,"F13,F14",青雨閣
1,F15,+Purin House+
1,F16,彩虹盤子
1,F17,烏龍拿鐵大杯微糖去冰
1,F18,搖搖樂
1,F19,芥草子
1,F20,大咪咪咪叫
1,F21,果醬販賣所
1,F22,Kikiko．奇奇子
1,F23,崩潰：截稿已到
1,"F24,F25",這個名字有毒
1,F26,店員小姐的現下快閃櫃
1,"F27,F28",Sanae
1,F29,涼拌天窗
1,F30,六毛一塊
1,F31,Crazy country
1,F32,黑白米哈宇宙
1,F33,溯星保養
1,F34,烤焦吐司
1,"F35,F36",VaChu x SiRika
1,"F37,F38",Zerotabi
1,"F39,F40",BPCC_
1,"F41,F42",晝眠綎雨--分部
1,F43,Meow House
1,F44,應聲者之歌
1,F45,食肉目
1,F46,『宴歌』
1,F47,惰性。次方
