BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,"A01,A02",OriginZero
1,"A03,A04",鹿言設計工作室 Antler Studio
1,"A05,A06",闇夢館
1,"A07,A08",三色坊
1,"A09,A10",殺必死天國
1,"A11,A12",CIAN YO
1,A13,OHLAND
1,A14,九尾貓desu
1,A16,超級同人大戰
1,"A17,A18",curry and rice(咖哩飯)
1,"A19,A20",Atelier Kingyo(金魚工房)
1,"A21,A22",traco strawberry
1,"B01,B02",不挑食的糰糰
1,B03,果糖工坊
1,B04,GODNASK
1,B05,F Project
1,B06,雪白薄紗
1,B07,Hosto
1,B08,共聚物精靈Copolymer Wizard
1,"B09,B10",炉研所
1,"B11,B12",電梯上樓
1,B13,GOMA
1,B14,色彩不耐症
1,B15,勝利女神-妮姬之白雪貓貓
1,B16,lawliet liaw art
1,B17,LyNeva
1,B18,兔仔咖啡凍
1,"B19,B20",小砂ノ御狐亭
1,"B21,B22",Himoata
1,"B23,B24",一米五悠糸
1,"B25,B26",一米七雪貓
1,B27,broccoholic
1,B28,千仞蘭庭
1,B29,森間亭
1,B30,Hanasawa花澤
1,B31,Chian’s artwork
1,B32,萊納的鍊金工廠
1,"B33,B34",桑尤姆的部屋
1,B35,蝶屋和猫
1,B36,TUT從荒野歸來
1,B37,江江優夜
1,B38,雙雙屋YOYOYA
1,B39,絕体絕命
1,B40,龍控聚集地
1,"B41,B42",杏。Xing
1,"B43,B44",心動大鳥團
1,C01,靈芝繪
1,C02,博士還不能休息
1,C03,符合舟禮
1,C04,Shawn創作
1,C05,阿伏特_AFT
1,C06,楓糖蛋塔
1,"C07,C08",Silver銀的無腦塗鴉
1,C09,風啟物語
1,C10,上上下下左左右右ABAB
1,"C11,C12",HOMURA
1,"C13,C14",Yuki Azuma Imomuya – Singleton
1,"C15,C16",黑暗小倉庫
1,C17,ETERNAL LAND
1,C18,いちごうららか
1,"C19,C20",銅雀臺
1,C21,niang2 ‘s
1,C22,Blue civet
1,"C23,C24",綠豆貓
1,"C25,C26",鬍渣大叔
1,"C27,C28",Kouchiku卡卡
1,C29,阿哲
1,C30,一顆馬鈴薯✨️燦
1,C31,阿蛙鬆餅店
1,C32,熊初末
1,C33,娜卡黛西
1,C34,Ame
1,"C35,C36",MHD個人
1,C37,さざなみ壊変
1,C38,瑞宅
1,C39,七叔神社
1,C40,給夜桑倒一杯卡布奇諾
1,C41,紅色荔枝樹
1,C42,檸檬熟了
1,"C43,C44",DAi
1,"D01,D02",Wish+希冀之翼+
1,D03,SANAE
1,D04,貓罐販售所
1,"D05,D06",WaterRing 水鈴鈴 鐵道啟動
1,D07,這個名字有毒
1,D08,まふゆ
1,"D09,D10",箱庭交響曲
1,D11,Vccc
1,D12,グリモア
1,D13,komuu
1,D14,今天不想畫
1,"D15,D16",吉喵熊熊
1,"D17,D18",本本貓是一隻貓
1,"D19,D20",御芊
1,"D21,D22",蝦餅SHA
1,D23,冷凍庫裡的翻車魚
1,D24,NANAKEN
1,D25,傑森
1,D26,莫爾多多
1,"D27,D28",致富密碼
1,D29,月面基地
