GROUP_ID,GROUP_NAME,GROUP_LINK,MENU_LINK,TAG_LIST
73692bc47a974134907fc79dcb7f1605,OriginZero,https://www.facebook.com/OriginZeroClub,,
b4196abb388d4858a318c65ac48c3269,鹿言設計工作室 Antler Studio,,,
15076f61cec64dacad9442025a2ad6d0,闇夢館,https://www.facebook.com/darkmaya12 ,,原創
690f70a15f35467bbb27eee79461327e,三色坊,https://www.plurk.com/PAIZERO,,原創
9212fd9e77814dabba4b6fa9c8f89f04,殺必死天國,,,
37d9a8e675b342b7b1073a3addb20227,CIAN YO,,,妮姬
3de1f63a7abe46039c80c0b92daab04b,OHLAND,https://linktr.ee/dace2733,https://www.facebook.com/ohland2733/posts/pfbid0GgneDj2uJwLVwZQFyRf9P4BdyPYg2RhcbJk8idLQqQxZV1nqKQEuWZXoi5QZGD7al,蔚藍檔案
d602857fc85f4d0cbb60b4f3f96bc7a5,九尾貓desu,,,
c973ee6498c4441ea79be2c619d25534,超級同人大戰,https://www.facebook.com/superdoujinwars,,原創
4d20ee9675d748c081e5fb3407620402,curry and rice(咖哩飯),,https://www.facebook.com/Atelier.Kingyo.moe/posts/pfbid02rdBkwWMp6UkR8uNyyyfaVhkJQBKy1BbzJqqxBgP9bZvsumm62E1SYw38kYWSWMfhl,VTuber
05239c2600044dc596c4044dedba5272,Atelier Kingyo(金魚工房),https://www.facebook.com/profile.php?id=100011248425460,https://www.facebook.com/fan.tong.jun/posts/pfbid02WL1mAqBuvF5Z6CR7qJ1EB3LDWKbMbasrKPWKHEE41jBZgRHvmvuq63G2SNXxiZCkl,"星穹鐵道,鳴潮,原神"
4f02e77e07b04d2cbc06fe7de8cdb8c6,traco strawberry,,,
3fca66a5ad5e45f4a5ebedd17a42b190,不挑食的糰糰,https://www.instagram.com/we_eat_everthing/,,第五人格
9b57add4fd6b49be8faaca6c39156ea3,果糖工坊,,,
872c242def8249ba9e3fc03310ac2600,GODNASK,,,
b545782b09a5449d932f3e86713528b6,F Project,,,
95aeed8a6774418f875ccfbc925bf0b8,雪白薄紗,,,
