BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,"A01,A02 ",殺必死天國
1,"A03,A04 ",有害蕈類集會所
1,"A05,A06 ",三色坊
1,"A07,A08 ",Himoata
1,A09 ,Pure Reverie
1,A10 ,貓咖桃茶館
1,A11 ,被爐裡的翻車魚
1,A12 ,ノラネコノタマ
1,A13 ,さくらアイス
1,A14 ,アクアドロップ
1,A15 ,心動美栗
1,A16 ,RIN
1,A17 ,Lumo
1,A18 ,curry and rice(咖哩飯)
1,"A19,A20 ",Atelier Kingyo(金魚工房)
1,"A21,A22 ",TracoStrawberry
1,"B01,B02 ",杏。Xing
1,"B03,B04 ",yoyoya
1,B05 ,Mr.H遊戲工作室
1,B06 ,柊の手帳
1,B07 ,GODNASK
1,B08 ,Rikoring
1,"B09,B10 ",茶茶ナコ
1,"B11,B12 ",涼拌天窗
1,"B13,B14 ",自由黑貓的紙箱
1,"B15,B16 ",八百萬堂
1,"B17,B18 ",桑尤姆的部屋
1,"B19,B20 ",娘娘
1,"B21,B22 ",水鈴鈴 星見雅的汪汪
1,"B23,B24 ",蛞蝓.菠菜丼
1,B25 ,這個名字有毒
1,B26 ,古比
1,B27 ,狐娘萬事屋
1,B28 ,今天不想畫
1,"B29,B30 ",本本貓是一隻貓
1,B31 ,NoazZark-NZ
1,B32 ,帕淇PACHI
1,"B33,B34 ",吉喵熊熊
1,B35 ,烏龍拿鐵
1,B36 ,まふゆ
1,"B37,B38 ",星球蛋糕捲☆
1,"B39,B40 ",悠悠栽栽
1,B41 ,北極雪兔窩
1,B42 ,御用飯糰 Onigiri
1,"B43,B44 ",Hoshihan
1,C01 ,毛毛創森坊
1,C02 ,書櫃裡的謎之物
1,"C03,C04 ",Shano
1,"C05,C06 ",Ellie工作坊
1,C07 ,繪宅米行
1,C08 ,LLI-ani
1,C09 ,ウイスキーストレート同好会
1,C10 ,M.S.E.S. Studio
1,C11 ,NANAKEN
1,C12 ,致富密碼
1,"C13,C14 ",憋氣直到完售
1,C15 ,CurtainCall
1,C16 ,喵喵小隊
1,C17 ,瑞鴛 RUYAN
1,C18 ,高三卓月口欠
1,C19 ,小波波利那可可
1,C20 ,子魚日本料理
1,"C21,C22 ",御狐亭-小砂
1,"C23,C24 ",[CHOCOLATE SHOP]
1,"C25,C26 ",助客勃
1,C27 ,Unchiku Company
1,C28 ,楓糖蛋塔
1,"C29,C30 ",圓桌會議
1,"C31,C32 ",逸遊団
1,C33 ,あぶく屋
1,C34 ,畜生道
1,"C35,C36 ",Tamarun
1,"C37,C38 ",XTER
1,C39 ,光之工具人
1,C40 ,DOKIDOKI
1,C41 ,藝吟花園
1,C42 ,焰焰的餐桌
1,"C43,C44 ",+Poke 箱+
1,D01 ,A-One
1,D02 ,Re:Volte
1,"D03,D04 ",Crest
1,D05 ,しもやけ堂
1,D06 ,Reverse Noise
1,D07 ,Infinite Shroud
