GROUP_ID,GROUP_NAME,GROUP_LINK,MENU_LINK,TAG_LIST
7064bfb635f1460b8d59938ae6e035f0,超級同人大戰,https://www.facebook.com/superdoujinwars,,原創
049cdf74c14b4b89b9b09382f75c96a5,自豪人生,,,
49a51139f6f046078b442a637b23bf5d,女巫之骰,,,
6b537c73d1c74c3697c86bdbffe5a729,光影之下,https://www.facebook.com/p/%E5%85%89%E5%BD%B1%E4%B9%8B%E4%B8%8B-100063716054247,,
30de329bb9904b41a0885b935187a8ed,風橙實驗室,https://portaly.cc/hclab,,
05787cf4d8b24376a39ebc16032349fa,Bedtime Story 被談聲聆,https://bedtimestoryasmr.com,,原創
bed6b560dea74d01af9e2a18f6f9fa92,小垃圾集中營,,,
acd53b33f845437ebc085c2ef4cdc341,小莖靈 Little Penny,,,
52aaa268757d45cba23580b6fb8f914a,奇幻之門工作室,,,
b4185e8bb53542f6b6cf7140ee2b1439,藍胖肥龍,,,
c4af17739ee34f6285c72644eea41f72,1職玩,,,
5e4c4fa22d5f45a8aedd7281072206db,奇異狗冰沙,,,
60ad739d481e49d0ba3382f2863d680b,皮鵲-Picture,,,
e42bd9a221334ede8ade8668428e4741,哥布林村長,,,
4695320f3b394fa99031b85899e744e9,惡鳥禽流感,,,
1b1b47cff91d4c3aa6b738eebb3749e8,雪之饗,https://www.facebook.com/ekis2018,,VTuber
a958c05538de446a98aaca4fa54de541,雙夏,https://www.facebook.com/PatonaNatsu,,原創
116b29e1af28447d813a9bb0993de145,蘿蔔兔Too,https://www.instagram.com/hsiao.local.girl,,
494bdc96f00545f792577aec6dd3f30e,塗鴉仙人掌,https://www.instagram.com/minproject888,,
6eff4e53bba247b184bf179b20b1e8d4,SCIFASAURUS(海穹文化),,,
107807e91c8e4371af2bee8984cf28e2,熬夜慣犯,https://myship.7-11.com.tw/general/detail/GM2305058160103,,
1279b8975f6943858c18e20b6a76c05f,向日葵茄子,https://x.com/himawarinasuvt,,MiSide
22a174ff35cf403997894516e9a83f44,fu富,https://www.facebook.com/fu121/,,
d590ac333c8949909bd6c192ab38a0c1,羊駝怪人,,,
cced218e72b74dbcb3c212fa1e3ce925,艾爾先生,,,
13aa3ac75fca41519e40e19d7f7fab01,ACG動漫迷的秘密會社,,,
073700eb87be43eebfbbc95c73e8867b,左岸咩咩館,,,
3c6eff53669c404bbbc5ac04338b2b23,寒武紀化石,,,
812b1cbdb94b44908d7ccb68f99911c7,古怪KoKai,https://portaly.cc/kokai,,原創
2052eaf8099943e8b705e0f332175c3b,LSS的機械陣地,,,
f010ca6e436843abb7787e23d094e3f0,景美仙姬巖,https://www.facebook.com/fukacea4,,原創
6d030fa9a1d3452e887cad1f557a8588,肉球不加蛋,,,
