BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,"A01,A02",OriginZero
1,A03,MAI
1,A04,心重力動漫工作室
1,"A05,A06",蒼銀之星
1,A07,殺必死天國
1,"A08,A09",闇夢館
1,"A10,A11",三色坊
1,"A12,A13",有害蕈類集會所
1,A14,BsWs黑星白星
1,"A15,A16",黑蛛白蛛
1,"A17,A18",御狐亭
1,A19,Cabbage_ex 白菜滷
1,A20,楓糖藍莓塔
1,"A21,A22",traco strawberry
1,"B01,B02",Himoata
1,B03,OHLAND
1,B04,lawliet liaw art
1,B05,妖幻狐
1,B06,小波波利那可可
1,B07,兔仔咖啡凍
1,B08,方舟特別市
1,B09,姬瑟研
1,B10,1%小風
1,"B11,B12",銅雀臺
1,"B13,B14",淺墨閣
1,"B15,B16",一米七雪貓
1,"B17,B18",wasa米米米
1,B19,NoazZark-NZ
1,B20,放課後、櫻Cafe
1,"B21,B22",帕淇Pachi
1,"B23,B24",Luminous冷凝
1,"B25,B26",居狸GLI
1,"B27,B28",肚臍轉圈圈
1,B29,鬍渣大叔
1,B30,吉喵熊熊
1,B31,老農李澤的大菜園
1,B32,leo795的暫定名稱
1,B33,Shawn_artTW乾你拿
1,B34,鳩DEVIL部
1,B35,SuperAppleMan
1,B36,娜卡黛西
1,B37,Ame
1,"B38,B39",三酸化炭素
1,B40,Lotai愛莉塔
1,"B41,B42",翻車貓MoNya MoNya
1,B43,七叔神社
1,B44,Shouyou
1,"C01,C02",草莓電波
1,C03,LA69
1,C04,茨城的繪圖小窩
1,C05,RMO個人
1,C06,404便利通販
1,"C07,C08",雪兔紙
1,"C09,C10",奶油湯匙
1,C11,wen
1,C12,旅月月
1,C13,NNK777
1,C14,尾戒螺旋律
1,C15,小顆子
1,C16,空白頁。
1,"C17,C18",美味兔堡
1,C19,NABI0 蝶呤
1,C20,Shirakawako
1,"C21,C22",Jun&Yuri
1,"C23,C24",星米恩
1,"C25,C26",Wish+希冀之翼+
1,"C27,C28",黒炎紳士
1,C29,興趣始燃
1,C30,冬雪紛飛
1,C31,烏龍拿鐵
1,C32,咪乓
1,C33,米鬚的攤
1,C34,捷昇事務所
1,C35,JTGroup
1,C36,NANAKEN
1,"C37,C38",塗鴉星狐窩
1,"C39,C40",空想工房．Reverie Studio
1,C41,Ya喵子的貓窩
1,C42,貿貿咬一口
1,C43,藝吟花園
1,C44,書櫃裡的謎之物
1,D01,貓兒迷雅
1,D02,咩咩繪夢工坊
1,"D03,D04",任務了解
1,"D05,D06",Ellie工作坊
